filename,project_id,counterparty,exec_date,doc_type,parent_dir,year_bucket,src_path,size_bytes,normalized_filename
"Confidential - market sensitive pursuant to D.06-06-066_5878 PPA Golden Solar LLC, Dulles.pdf",5878,5878,,PPA,5878,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5878/Confidential - market sensitive pursuant to D.06-06-066_5878 PPA Golden Solar LLC, Dulles.pdf",1321887,5878_5878_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5490_Executed 12.30.2015 - Tropico PPA Amendment 3.pdf,5490,5490,,AMENDMENT,5490,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5490/Confidential - market sensitive pursuant to D.06-06-066_5490_Executed 12.30.2015 - Tropico PPA Amendment 3.pdf,423574,5490_5490_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5490_Amendment_No_2_to_the_Renewable_Power_Purchase_and_Sale_Agre~1.pdf,5490,5490,,OTHER,5490,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5490/Confidential - market sensitive pursuant to D.06-06-066_5490_Amendment_No_2_to_the_Renewable_Power_Purchase_and_Sale_Agre~1.pdf,1152300,5490_5490_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5490_03 06 03 CLGIA - First Amended Clustering Large Interconnect~1.pdf,5490,5490,,AMENDMENT,5490,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5490/Confidential - market sensitive pursuant to D.06-06-066_5490_03 06 03 CLGIA - First Amended Clustering Large Interconnect~1.pdf,1169767,5490_5490_AMENDMENT_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5490_Renewable_Power_Purchase_and_Sale_Agreement.pdf,5490,5490,,OTHER,5490,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5490/Confidential - market sensitive pursuant to D.06-06-066_5490_Renewable_Power_Purchase_and_Sale_Agreement.pdf,2643445,5490_5490_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5490_Amendment_No._1_to_Renewable_Power_Purchase_and_Sale_Agreement.pdf,5490,5490,,OTHER,5490,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5490/Confidential - market sensitive pursuant to D.06-06-066_5490_Amendment_No._1_to_Renewable_Power_Purchase_and_Sale_Agreement.pdf,122902,5490_5490_OTHER_v2.pdf
Confidential - market sensitive pursuant to D.06-06-066_5463 Amendment 3_3-30-2016.pdf,5463,5463,,AMENDMENT,5463,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5463/Confidential - market sensitive pursuant to D.06-06-066_5463 Amendment 3_3-30-2016.pdf,7282800,5463_5463_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5463 Amendment 1 Extending Termination Right Window.pdf,5463,5463,,AMENDMENT,5463,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5463/Confidential - market sensitive pursuant to D.06-06-066_5463 Amendment 1 Extending Termination Right Window.pdf,947972,5463_5463_AMENDMENT_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5463 Amendment No. 1 (2) REC Amendment per CPUC.pdf,5463,5463,,AMENDMENT,5463,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5463/Confidential - market sensitive pursuant to D.06-06-066_5463 Amendment No. 1 (2) REC Amendment per CPUC.pdf,175407,5463_5463_AMENDMENT_v2.pdf
Confidential - market sensitive pursuant to D.06-06-066_5463_15GEN1234 SGIA Ver1.pdf,5463,5463,,OTHER,5463,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5463/Confidential - market sensitive pursuant to D.06-06-066_5463_15GEN1234 SGIA Ver1.pdf,465274,5463_5463_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5463 - Amended _ Restated PPA (Executed) (searchable).pdf,5463,5463,,AMENDMENT_AND_RESTATED,5463,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5463/Confidential - market sensitive pursuant to D.06-06-066_5463 - Amended _ Restated PPA (Executed) (searchable).pdf,5327764,5463_5463_AMENDMENT_AND_RESTATED.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-06-24, Two Fiets, Amendment 1.pdf",2019,Two Fiets,,AMENDMENT,Two Fiets,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Two Fiets/Confidential - market sensitive pursuant to D.06-06-066_2019-06-24, Two Fiets, Amendment 1.pdf",250241,2019_Two_Fiets_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-04-20, Two Fiets, PPA.pdf",2018,Two Fiets,,PPA,Two Fiets,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Two Fiets/Confidential - market sensitive pursuant to D.06-06-066_2018-04-20, Two Fiets, PPA.pdf",2156191,2018_Two_Fiets_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2017-08-03, Two Fiets, Interconnection Agreement.pdf",2017,Two Fiets,,AGREEMENT,Two Fiets,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Two Fiets/Confidential - market sensitive pursuant to D.06-06-066_2017-08-03, Two Fiets, Interconnection Agreement.pdf",5727082,2017_Two_Fiets_AGREEMENT.pdf
"2017-05-03, Green Beanworks B, PPA.pdf",2017,Green Beanworks B,,PPA,Green Beanworks B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Green Beanworks B/2017-05-03, Green Beanworks B, PPA.pdf",3178561,2017_Green_Beanworks_B_PPA.pdf
"2018-11-14, Green Beanworks B, Amendment 1.pdf",2018,Green Beanworks B,,AMENDMENT,Green Beanworks B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Green Beanworks B/2018-11-14, Green Beanworks B, Amendment 1.pdf",440687,2018_Green_Beanworks_B_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5835 SR Solis Vestal Almond - PPA FULLY EXECUTED.pdf,5835,5835,,PPA,5835,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5835/Confidential - market sensitive pursuant to D.06-06-066_5835 SR Solis Vestal Almond - PPA FULLY EXECUTED.pdf,4366903,5835_5835_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5835 Ducor 1, SGIA (SGIA-Vestal Almond_WDT394), 112014, SCE.pdf",5835,5835,,OTHER,5835,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5835/Confidential - market sensitive pursuant to D.06-06-066_5835 Ducor 1, SGIA (SGIA-Vestal Almond_WDT394), 112014, SCE.pdf",5321651,5835_5835_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5835 - Amendment No  1 - 2017-02-08_Executed Final.pdf,5835,5835,,AMENDMENT,5835,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5835/Confidential - market sensitive pursuant to D.06-06-066_5835 - Amendment No  1 - 2017-02-08_Executed Final.pdf,12981915,5835_5835_AMENDMENT.pdf
"1703-13-03, Three Valleys MWD (Fulton Road), Interconnection Agreement.pdf",1703,Three Valleys MWD (Fulton Road),,AGREEMENT,Three Valleys MWD (Fulton Road),2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Three Valleys MWD (Fulton Road)/1703-13-03, Three Valleys MWD (Fulton Road), Interconnection Agreement.pdf",636468,1703_Three_Valleys_MWD_Fulton_Road_AGREEMENT.pdf
"2017-05-03, Three Valleys MWD (Fulton Road), PPA.pdf",2017,Three Valleys MWD (Fulton Road),,PPA,Three Valleys MWD (Fulton Road),2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Three Valleys MWD (Fulton Road)/2017-05-03, Three Valleys MWD (Fulton Road), PPA.pdf",1696005,2017_Three_Valleys_MWD_Fulton_Road_PPA.pdf
"2017-06-27, Three Valleys MWD (Fulton Road), Amendment 1.pdf",2017,Three Valleys MWD (Fulton Road),,AMENDMENT,Three Valleys MWD (Fulton Road),2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Three Valleys MWD (Fulton Road)/2017-06-27, Three Valleys MWD (Fulton Road), Amendment 1.pdf",763615,2017_Three_Valleys_MWD_Fulton_Road_AMENDMENT.pdf
"2018-05-15, Three Valleys MWD (Fulton Road), Amendment 2.pdf",2018,Three Valleys MWD (Fulton Road),,AMENDMENT,Three Valleys MWD (Fulton Road),2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Three Valleys MWD (Fulton Road)/2018-05-15, Three Valleys MWD (Fulton Road), Amendment 2.pdf",109899,2018_Three_Valleys_MWD_Fulton_Road_AMENDMENT.pdf
"2016-11-03, Green Beanworks D, PPA.pdf",2016,Green Beanworks D,,PPA,Green Beanworks D,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Green Beanworks D/2016-11-03, Green Beanworks D, PPA.pdf",2272281,2016_Green_Beanworks_D_PPA.pdf
"2018-06-25, Green Beanworks D, Amendment 1.pdf",2018,Green Beanworks D,,AMENDMENT,Green Beanworks D,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Green Beanworks D/2018-06-25, Green Beanworks D, Amendment 1.pdf",1984582,2018_Green_Beanworks_D_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5834 First Amendment to LGIA - Executed 10_22.pdf,5834,5834,,AMENDMENT,5834,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5834/Confidential - market sensitive pursuant to D.06-06-066_5834 First Amendment to LGIA - Executed 10_22.pdf,1664611,5834_5834_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5834 RE Garland A LLC - PPA FULLY EXECUTED.pdf,5834,5834,,PPA,5834,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5834/Confidential - market sensitive pursuant to D.06-06-066_5834 RE Garland A LLC - PPA FULLY EXECUTED.pdf,3045710,5834_5834_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5834_2015-05-15_Garland LGIA_FINAL_Fully Executed.pdf,5834,5834,,OTHER,5834,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5834/Confidential - market sensitive pursuant to D.06-06-066_5834_2015-05-15_Garland LGIA_FINAL_Fully Executed.pdf,2243369,5834_5834_OTHER.pdf
"2016-08-11, Green Beanworks C, PPA.pdf",2016,Green Beanworks C,,PPA,Green Beanworks C,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Green Beanworks C/2016-08-11, Green Beanworks C, PPA.pdf",2181303,2016_Green_Beanworks_C_PPA.pdf
"2018-06-25, Green Beanworks C, Amendment 1.pdf",2018,Green Beanworks C,,AMENDMENT,Green Beanworks C,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Green Beanworks C/2018-06-25, Green Beanworks C, Amendment 1.pdf",2398517,2018_Green_Beanworks_C_AMENDMENT.pdf
6213_Amendment No. 5_The Bank of New York Mellon Trust Company.pdf,6213,6213,,AMENDMENT,6213,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6213/6213_Amendment No. 5_The Bank of New York Mellon Trust Company.pdf,144619,6213_6213_AMENDMENT.pdf
6213_Amendment No. 6_The Bank of New York Mellon Trust Company.pdf,6213,6213,,AMENDMENT,6213,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6213/6213_Amendment No. 6_The Bank of New York Mellon Trust Company.pdf,177626,6213_6213_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-02-05, Valentine Solar LLC, Interconnection Agreement.pdf",2014,Valentine Solar LLC,,AGREEMENT,Valentine Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Valentine Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-02-05, Valentine Solar LLC, Interconnection Agreement.pdf",1616069,2014_Valentine_Solar_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-06-13, Valentine Solar LLC, Amendment 3.pdf",2019,Valentine Solar LLC,,AMENDMENT,Valentine Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Valentine Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-06-13, Valentine Solar LLC, Amendment 3.pdf",4724376,2019_Valentine_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-10-16, Valentine Solar LLC, PPA.pdf",2015,Valentine Solar LLC,,PPA,Valentine Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Valentine Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2015-10-16, Valentine Solar LLC, PPA.pdf",3586123,2015_Valentine_Solar_LLC_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-12-28, Valentine Solar LLC, Amendment 1.pdf",2015,Valentine Solar LLC,,AMENDMENT,Valentine Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Valentine Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2015-12-28, Valentine Solar LLC, Amendment 1.pdf",252836,2015_Valentine_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2020-12-15, Valentine Solar LLC, Amendment 4.pdf",2020,Valentine Solar LLC,,AMENDMENT,Valentine Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Valentine Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2020-12-15, Valentine Solar LLC, Amendment 4.pdf",1297155,2020_Valentine_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2016-03-14, Valentine Solar LLC, Amendment 2.pdf",2016,Valentine Solar LLC,,AMENDMENT,Valentine Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Valentine Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2016-03-14, Valentine Solar LLC, Amendment 2.pdf",250419,2016_Valentine_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-02-21, Panoche Valley Solar, Amendment 1.pdf",2018,Panoche Valley Solar,,AMENDMENT,Panoche Valley Solar,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Panoche Valley Solar/Confidential - market sensitive pursuant to D.06-06-066_2018-02-21, Panoche Valley Solar, Amendment 1.pdf",736981,2018_Panoche_Valley_Solar_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-07-31, Panoche Valley Solar, PPA.pdf",2014,Panoche Valley Solar,,PPA,Panoche Valley Solar,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Panoche Valley Solar/Confidential - market sensitive pursuant to D.06-06-066_2014-07-31, Panoche Valley Solar, PPA.pdf",5319739,2014_Panoche_Valley_Solar_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-12-06, Panoche Valley Solar, Amendment 3.pdf",2018,Panoche Valley Solar,,AMENDMENT,Panoche Valley Solar,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Panoche Valley Solar/Confidential - market sensitive pursuant to D.06-06-066_2018-12-06, Panoche Valley Solar, Amendment 3.pdf",110296,2018_Panoche_Valley_Solar_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-02-08, Panoche Valley Solar, Amendment 4.pdf",2019,Panoche Valley Solar,,AMENDMENT,Panoche Valley Solar,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Panoche Valley Solar/Confidential - market sensitive pursuant to D.06-06-066_2019-02-08, Panoche Valley Solar, Amendment 4.pdf",81505,2019_Panoche_Valley_Solar_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-04-19, Panoche Valley Solar, Amendment 2.pdf",2018,Panoche Valley Solar,,AMENDMENT,Panoche Valley Solar,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Panoche Valley Solar/Confidential - market sensitive pursuant to D.06-06-066_2018-04-19, Panoche Valley Solar, Amendment 2.pdf",1051011,2018_Panoche_Valley_Solar_AMENDMENT_v2.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-01-09, Panoche Valley Solar, Interconnection Agreement.pdf",2014,Panoche Valley Solar,,AGREEMENT,Panoche Valley Solar,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Panoche Valley Solar/Confidential - market sensitive pursuant to D.06-06-066_2014-01-09, Panoche Valley Solar, Interconnection Agreement.pdf",1472793,2014_Panoche_Valley_Solar_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-08-15, Tulare BioMat Fuel Cell, Amendment 1.pdf",2019,Tulare BioMat Fuel Cell,,AMENDMENT,Tulare BioMat Fuel Cell,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Tulare BioMat Fuel Cell/Confidential - market sensitive pursuant to D.06-06-066_2019-08-15, Tulare BioMat Fuel Cell, Amendment 1.pdf",342667,2019_Tulare_BioMat_Fuel_Cell_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-04-17, Tulare BioMat Fuel Cell, Interconnection Agreement.pdf",2018,Tulare BioMat Fuel Cell,,AGREEMENT,Tulare BioMat Fuel Cell,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Tulare BioMat Fuel Cell/Confidential - market sensitive pursuant to D.06-06-066_2018-04-17, Tulare BioMat Fuel Cell, Interconnection Agreement.pdf",856215,2018_Tulare_BioMat_Fuel_Cell_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-04-20, Tulare BioMat Fuel Cell, PPA.pdf",2018,Tulare BioMat Fuel Cell,,PPA,Tulare BioMat Fuel Cell,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Tulare BioMat Fuel Cell/Confidential - market sensitive pursuant to D.06-06-066_2018-04-20, Tulare BioMat Fuel Cell, PPA.pdf",7855120,2018_Tulare_BioMat_Fuel_Cell_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-09-10, Antelope DSR 3 LLC, Interconnection Agreement.pdf",2014,Antelope DSR 3 LLC,,AGREEMENT,Antelope DSR 3 LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Antelope DSR 3 LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-09-10, Antelope DSR 3 LLC, Interconnection Agreement.pdf",522835,2014_Antelope_DSR_3_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-03-25, Antelope DSR 3 LLC, Amendment 1.pdf",2019,Antelope DSR 3 LLC,,AMENDMENT,Antelope DSR 3 LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Antelope DSR 3 LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-03-25, Antelope DSR 3 LLC, Amendment 1.pdf",153498,2019_Antelope_DSR_3_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-05-13, Antelope DSR 3 LLC, Amendment 2.pdf",2019,Antelope DSR 3 LLC,,AMENDMENT,Antelope DSR 3 LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Antelope DSR 3 LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-05-13, Antelope DSR 3 LLC, Amendment 2.pdf",5041919,2019_Antelope_DSR_3_LLC_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2016-07-28, Antelope DSR 3 LLC, PPA.pdf",2016,Antelope DSR 3 LLC,,PPA,Antelope DSR 3 LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Antelope DSR 3 LLC/Confidential - market sensitive pursuant to D.06-06-066_2016-07-28, Antelope DSR 3 LLC, PPA.pdf",3045735,2016_Antelope_DSR_3_LLC_PPA.pdf
4037 TVMWD-Williams Ave_PPA Amend 2.pdf,4037,4037,,OTHER,4037,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4037/4037 TVMWD-Williams Ave_PPA Amend 2.pdf,114753,4037_4037_OTHER.pdf
4037 TVMWD-Williams Ave_PPA Amend 1.pdf,4037,4037,,OTHER,4037,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4037/4037 TVMWD-Williams Ave_PPA Amend 1.pdf,126944,4037_4037_OTHER_v1.pdf
6304 Amendment 2_2016_12_9 (law stamped).pdf,6304,6304,,AMENDMENT,6304,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6304/6304 Amendment 2_2016_12_9 (law stamped).pdf,221207,6304_6304_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5778 SEPV Mojave West Amendment No. 1 (Executed).pdf,5778,5778,,AMENDMENT,5778,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5778/Confidential - market sensitive pursuant to D.06-06-066_5778 SEPV Mojave West Amendment No. 1 (Executed).pdf,1074569,5778_5778_AMENDMENT.pdf
